Ensembl_gene_id	p53_mock_2
ENSMUSG00000082186	93
ENSMUSG00000092029	66
ENSMUSG00000051124	2265
ENSMUSG00000083179	105
ENSMUSG00000029027	619
ENSMUSG00000020806	2682
ENSMUSG00000051343	157
ENSMUSG00000054065	730
ENSMUSG00000025007	1303
ENSMUSG00000045362	878
ENSMUSG00000071037	245
ENSMUSG00000044757	11
ENSMUSG00000018654	18320
ENSMUSG00000070522	67
ENSMUSG00000091199	224
ENSMUSG00000021880	3228
ENSMUSG00000017499	246
ENSMUSG00000022665	37
ENSMUSG00000055602	2
ENSMUSG00000039089	2752
ENSMUSG00000040061	5163
ENSMUSG00000026566	235
ENSMUSG00000051518	242
ENSMUSG00000005034	5265
ENSMUSG00000030629	3060
ENSMUSG00000074182	490
ENSMUSG00000029771	7182
ENSMUSG00000069301	440
ENSMUSG00000079084	1971
ENSMUSG00000032959	1763
ENSMUSG00000037466	442
ENSMUSG00000026027	935
ENSMUSG00000018362	1995
ENSMUSG00000031093	15238
ENSMUSG00000040463	5023
ENSMUSG00000022876	2059
ENSMUSG00000006235	104
ENSMUSG00000083186	529
ENSMUSG00000042660	758
ENSMUSG00000064299	6
ENSMUSG00000020253	2705
ENSMUSG00000020471	600
ENSMUSG00000021079	336
ENSMUSG00000013236	783
ENSMUSG00000090394	13049
ENSMUSG00000045251	605
ENSMUSG00000034445	5354
ENSMUSG00000021850	4
ENSMUSG00000031931	739
ENSMUSG00000069515	47
ENSMUSG00000093769	107
ENSMUSG00000025978	640
ENSMUSG00000023004	8804
ENSMUSG00000082726	4
ENSMUSG00000062937	884
ENSMUSG00000064215	1777
ENSMUSG00000024208	506
ENSMUSG00000031871	124
ENSMUSG00000023944	29542
ENSMUSG00000016344	2246
ENSMUSG00000021273	350
ENSMUSG00000046157	3960
ENSMUSG00000024376	27
ENSMUSG00000021643	27
ENSMUSG00000022565	11170
ENSMUSG00000024085	8069
ENSMUSG00000075184	7
ENSMUSG00000030516	201
ENSMUSG00000095061	639
ENSMUSG00000048852	696
ENSMUSG00000025212	1406
ENSMUSG00000023277	1818
ENSMUSG00000024301	155
ENSMUSG00000021238	469
ENSMUSG00000094124	663
ENSMUSG00000082928	57
ENSMUSG00000037124	39
ENSMUSG00000032215	1293
ENSMUSG00000069270	740
ENSMUSG00000067367	767
ENSMUSG00000023951	276
ENSMUSG00000043445	268
ENSMUSG00000031706	1885
ENSMUSG00000048015	42
ENSMUSG00000097586	244
ENSMUSG00000027488	125
ENSMUSG00000025213	24
ENSMUSG00000041202	664
ENSMUSG00000031877	89
ENSMUSG00000055980	54
ENSMUSG00000029149	364
ENSMUSG00000001627	972
ENSMUSG00000038127	12585
ENSMUSG00000047414	17
ENSMUSG00000026213	2795
ENSMUSG00000031502	278
ENSMUSG00000073563	4056
ENSMUSG00000019478	86
ENSMUSG00000054008	5432
ENSMUSG00000038286	237
ENSMUSG00000058355	5723
ENSMUSG00000045232	38
ENSMUSG00000026829	119
ENSMUSG00000015396	6017
ENSMUSG00000033020	357
ENSMUSG00000031125	43
ENSMUSG00000109941	0
ENSMUSG00000026922	318
ENSMUSG00000031893	46
ENSMUSG00000040229	466
ENSMUSG00000033166	1490
ENSMUSG00000096188	361
ENSMUSG00000027854	4465
ENSMUSG00000050195	97
ENSMUSG00000024054	18404
ENSMUSG00000061981	450
ENSMUSG00000032076	1448
ENSMUSG00000025239	8572
ENSMUSG00000074228	111
ENSMUSG00000023913	1398
ENSMUSG00000034247	4009
ENSMUSG00000022940	454
ENSMUSG00000066363	480
ENSMUSG00000058587	8870
ENSMUSG00000044501	1983
ENSMUSG00000008398	2110
ENSMUSG00000024381	7040
ENSMUSG00000062373	1015
ENSMUSG00000009566	448
ENSMUSG00000089865	19
ENSMUSG00000082367	123
ENSMUSG00000031904	1217
ENSMUSG00000032688	12100
ENSMUSG00000100937	123
ENSMUSG00000040253	2544
ENSMUSG00000058486	1855
ENSMUSG00000057246	264
ENSMUSG00000102543	17
ENSMUSG00000027364	433
ENSMUSG00000076538	510
ENSMUSG00000029026	9
ENSMUSG00000040054	9230
ENSMUSG00000075297	1501
ENSMUSG00000048696	193
ENSMUSG00000030403	7316
ENSMUSG00000092216	125
ENSMUSG00000067194	1493
ENSMUSG00000024985	502
ENSMUSG00000051397	224
ENSMUSG00000030792	38
ENSMUSG00000056665	678
ENSMUSG00000062661	27
ENSMUSG00000022571	378
ENSMUSG00000023979	114
ENSMUSG00000030060	728
ENSMUSG00000065987	32
ENSMUSG00000053617	5152
ENSMUSG00000018593	169
ENSMUSG00000040808	46
ENSMUSG00000051790	44
ENSMUSG00000015143	2241
ENSMUSG00000056204	851
ENSMUSG00000036896	6126
ENSMUSG00000023249	1866
ENSMUSG00000041248	141
ENSMUSG00000075268	42
ENSMUSG00000046449	4
ENSMUSG00000040263	1179
ENSMUSG00000027624	241
ENSMUSG00000042460	5231
ENSMUSG00000022696	1320
ENSMUSG00000020376	2845
ENSMUSG00000026622	262
ENSMUSG00000001707	457
ENSMUSG00000062210	8188
ENSMUSG00000021866	1619
ENSMUSG00000027011	668
ENSMUSG00000007415	1185
ENSMUSG00000029414	284
ENSMUSG00000000628	496
ENSMUSG00000022241	1887
ENSMUSG00000034659	567
ENSMUSG00000020180	818
ENSMUSG00000083645	85
ENSMUSG00000106405	76
ENSMUSG00000029055	12
ENSMUSG00000029561	898
ENSMUSG00000018427	439
ENSMUSG00000076646	204
ENSMUSG00000040152	216
ENSMUSG00000032883	534
ENSMUSG00000072772	2455
ENSMUSG00000085978	0
ENSMUSG00000045038	4336
ENSMUSG00000074467	0
ENSMUSG00000094787	524
ENSMUSG00000002825	352
ENSMUSG00000037315	353
ENSMUSG00000039680	120
ENSMUSG00000030036	1703
ENSMUSG00000018548	1193
ENSMUSG00000099998	47
ENSMUSG00000095771	5767
ENSMUSG00000024614	3039
ENSMUSG00000022661	1392
ENSMUSG00000050912	13484
ENSMUSG00000091367	0
ENSMUSG00000025375	132
ENSMUSG00000020601	1927
ENSMUSG00000022766	136
ENSMUSG00000037974	1
ENSMUSG00000070348	478
ENSMUSG00000021392	2396
ENSMUSG00000056656	20
ENSMUSG00000025134	1680
ENSMUSG00000032216	5227
ENSMUSG00000028228	2679
ENSMUSG00000028341	94
ENSMUSG00000068284	9515
ENSMUSG00000062127	225
ENSMUSG00000078995	1206
ENSMUSG00000020914	3750
ENSMUSG00000041481	5266
ENSMUSG00000096780	420
ENSMUSG00000034127	26
ENSMUSG00000056498	2328
ENSMUSG00000002289	210
ENSMUSG00000020101	3009
ENSMUSG00000074886	14015
ENSMUSG00000048442	258
ENSMUSG00000055447	9032
ENSMUSG00000048218	424
ENSMUSG00000059552	3201
ENSMUSG00000006715	255
ENSMUSG00000019982	832
ENSMUSG00000026974	510
ENSMUSG00000022496	100
ENSMUSG00000055108	182
ENSMUSG00000058099	1819
ENSMUSG00000017412	214
ENSMUSG00000020653	1135
ENSMUSG00000090231	366
ENSMUSG00000016194	1747
ENSMUSG00000021493	644
ENSMUSG00000033987	580
ENSMUSG00000105462	45
ENSMUSG00000006057	1405
ENSMUSG00000031482	408
ENSMUSG00000022111	993
ENSMUSG00000027469	507
ENSMUSG00000003546	601
ENSMUSG00000048756	3707
ENSMUSG00000021596	255
ENSMUSG00000029836	3498
ENSMUSG00000038178	4852
ENSMUSG00000028943	110
ENSMUSG00000034057	5
ENSMUSG00000028649	168118
ENSMUSG00000060743	24769
ENSMUSG00000006494	2446
ENSMUSG00000000631	5569
ENSMUSG00000039646	1852
ENSMUSG00000023019	204
ENSMUSG00000021957	6058
ENSMUSG00000095429	436
ENSMUSG00000019952	969
ENSMUSG00000027346	8376
ENSMUSG00000070394	313
ENSMUSG00000014686	305
ENSMUSG00000019838	894
ENSMUSG00000022704	978
ENSMUSG00000030987	3010
ENSMUSG00000096606	61
ENSMUSG00000020272	12232
ENSMUSG00000021087	98
ENSMUSG00000044709	952
ENSMUSG00000039166	674
ENSMUSG00000071369	5263
ENSMUSG00000071866	14367
ENSMUSG00000070283	418
ENSMUSG00000063902	24
ENSMUSG00000043346	330
ENSMUSG00000037426	3935
ENSMUSG00000035493	1006
ENSMUSG00000061897	9
ENSMUSG00000039497	1190
ENSMUSG00000002870	1740
ENSMUSG00000095130	1039
ENSMUSG00000068407	29
ENSMUSG00000046562	2076
ENSMUSG00000044934	925
ENSMUSG00000081375	0
ENSMUSG00000038650	2268
ENSMUSG00000001525	14616
ENSMUSG00000001674	2376
ENSMUSG00000078185	1376
ENSMUSG00000069910	311
ENSMUSG00000050335	916
ENSMUSG00000106592	118
ENSMUSG00000004151	77
ENSMUSG00000024735	2875
ENSMUSG00000032570	4569
ENSMUSG00000035211	41
ENSMUSG00000070880	208
ENSMUSG00000031264	5105
ENSMUSG00000080912	61
ENSMUSG00000040078	516
ENSMUSG00000021032	6
ENSMUSG00000001604	42
ENSMUSG00000016356	270
ENSMUSG00000035704	373
ENSMUSG00000070493	2575
ENSMUSG00000060216	2240
ENSMUSG00000062785	182
ENSMUSG00000024338	5693
ENSMUSG00000018697	1813
ENSMUSG00000018102	1167
ENSMUSG00000069874	1687
ENSMUSG00000021359	199
ENSMUSG00000024885	960
ENSMUSG00000024402	760
ENSMUSG00000031897	2603
ENSMUSG00000039985	1944
ENSMUSG00000073063	10
ENSMUSG00000057561	1591
ENSMUSG00000027133	1162
ENSMUSG00000030553	64
ENSMUSG00000014907	255
ENSMUSG00000067818	37
ENSMUSG00000082908	106
ENSMUSG00000034762	5
ENSMUSG00000046080	210
ENSMUSG00000021262	8130
ENSMUSG00000034227	19
ENSMUSG00000048498	721
ENSMUSG00000030844	666
ENSMUSG00000026856	536
ENSMUSG00000036931	1869
ENSMUSG00000035914	88
ENSMUSG00000025494	1144
ENSMUSG00000046334	63
ENSMUSG00000044678	112
ENSMUSG00000078984	1042
ENSMUSG00000020610	859
ENSMUSG00000003355	105
ENSMUSG00000067212	12144
ENSMUSG00000054400	779
ENSMUSG00000031197	1683
ENSMUSG00000027560	9
ENSMUSG00000026360	1407
ENSMUSG00000029366	1425
ENSMUSG00000032624	10897
ENSMUSG00000026938	4611
ENSMUSG00000042700	4651
ENSMUSG00000025245	956
ENSMUSG00000028480	684
ENSMUSG00000083396	506
ENSMUSG00000037419	948
ENSMUSG00000022508	2605
ENSMUSG00000095865	510
ENSMUSG00000037820	2684
ENSMUSG00000073434	620
ENSMUSG00000053477	11018
ENSMUSG00000097295	2717
ENSMUSG00000029581	109
ENSMUSG00000045374	2676
ENSMUSG00000107833	91
ENSMUSG00000050732	1920
ENSMUSG00000035790	185
ENSMUSG00000064267	19077
ENSMUSG00000020010	211
ENSMUSG00000021670	2298
ENSMUSG00000031451	90
ENSMUSG00000087376	2
ENSMUSG00000095930	46
ENSMUSG00000103939	99
ENSMUSG00000041126	800
ENSMUSG00000040724	1861
ENSMUSG00000051675	258
ENSMUSG00000042064	101
ENSMUSG00000072680	188
ENSMUSG00000028161	9085
ENSMUSG00000027630	9768
ENSMUSG00000039007	417
ENSMUSG00000024999	1580
ENSMUSG00000031166	1343
ENSMUSG00000031021	815
ENSMUSG00000051817	66
ENSMUSG00000025089	30
ENSMUSG00000032126	840
ENSMUSG00000005883	169
ENSMUSG00000032915	3680
ENSMUSG00000096020	893
ENSMUSG00000037905	2156
ENSMUSG00000028386	17
ENSMUSG00000018924	9
ENSMUSG00000078935	1
ENSMUSG00000040264	32
ENSMUSG00000026358	852
ENSMUSG00000040118	74
ENSMUSG00000062753	585
ENSMUSG00000024537	431
ENSMUSG00000028729	1757
ENSMUSG00000033972	1100
ENSMUSG00000040354	1984
ENSMUSG00000021474	1427
ENSMUSG00000040818	5357
ENSMUSG00000030413	569
ENSMUSG00000040034	416
ENSMUSG00000053830	123
ENSMUSG00000045394	227
ENSMUSG00000032375	286
ENSMUSG00000030643	2033
ENSMUSG00000029191	5888
ENSMUSG00000030431	122
ENSMUSG00000024750	3267
ENSMUSG00000092376	57
ENSMUSG00000098104	29
ENSMUSG00000010609	2043
ENSMUSG00000001942	737
ENSMUSG00000020847	297
ENSMUSG00000019850	2933
ENSMUSG00000071014	269
ENSMUSG00000027984	741
ENSMUSG00000037149	2021
ENSMUSG00000039032	135
ENSMUSG00000106387	44
ENSMUSG00000090743	87
ENSMUSG00000030747	55
ENSMUSG00000101262	13
ENSMUSG00000033059	2837
ENSMUSG00000025915	3702
ENSMUSG00000031539	1195
ENSMUSG00000029507	660
ENSMUSG00000024436	892
ENSMUSG00000032875	64
ENSMUSG00000021900	485
ENSMUSG00000024664	57
ENSMUSG00000086513	59
ENSMUSG00000049553	3987
ENSMUSG00000032733	895
ENSMUSG00000029415	2832
ENSMUSG00000030279	3275
ENSMUSG00000028634	1181
ENSMUSG00000022682	2171
ENSMUSG00000029247	3017
ENSMUSG00000069114	982
ENSMUSG00000018677	926
ENSMUSG00000083929	34
ENSMUSG00000100309	17
ENSMUSG00000026837	109
ENSMUSG00000042810	1907
ENSMUSG00000037185	59
ENSMUSG00000033149	73
ENSMUSG00000094682	113
ENSMUSG00000050232	105
ENSMUSG00000042724	1574
ENSMUSG00000076672	2643
ENSMUSG00000024528	669
ENSMUSG00000020134	2938
ENSMUSG00000076934	7682
ENSMUSG00000015354	326
ENSMUSG00000074213	66
ENSMUSG00000063412	363
ENSMUSG00000004393	1313
ENSMUSG00000071076	4142
ENSMUSG00000039697	1115
ENSMUSG00000058883	175
ENSMUSG00000025477	906
ENSMUSG00000083033	222
ENSMUSG00000022946	2355
ENSMUSG00000027932	83
ENSMUSG00000079508	146
ENSMUSG00000036676	276
ENSMUSG00000025141	16
ENSMUSG00000032470	160
ENSMUSG00000050192	426
ENSMUSG00000073433	10
ENSMUSG00000001785	1348
ENSMUSG00000021733	6131
ENSMUSG00000106494	111
ENSMUSG00000095204	1100
ENSMUSG00000076674	395
ENSMUSG00000020877	251
ENSMUSG00000048120	2586
ENSMUSG00000039016	459
ENSMUSG00000026415	821
ENSMUSG00000028073	1121
ENSMUSG00000038055	3339
ENSMUSG00000110404	11
ENSMUSG00000039682	1175
ENSMUSG00000011154	13
ENSMUSG00000047454	1086
ENSMUSG00000053472	0
ENSMUSG00000030035	906
ENSMUSG00000024998	210
ENSMUSG00000040123	4120
ENSMUSG00000032562	10450
ENSMUSG00000033809	359
ENSMUSG00000037432	255
ENSMUSG00000033356	384
ENSMUSG00000015846	1158
ENSMUSG00000049775	51886
ENSMUSG00000056895	106
ENSMUSG00000024666	295
ENSMUSG00000033629	1450
ENSMUSG00000032415	106
ENSMUSG00000108352	0
ENSMUSG00000026509	1235
ENSMUSG00000104422	77
ENSMUSG00000058470	5146
ENSMUSG00000032359	8823
ENSMUSG00000028156	2340
ENSMUSG00000020908	1
ENSMUSG00000032437	7809
ENSMUSG00000026578	300
ENSMUSG00000062054	727
ENSMUSG00000068523	1744
ENSMUSG00000034171	1234
ENSMUSG00000102626	243
ENSMUSG00000039813	119
ENSMUSG00000049339	1711
ENSMUSG00000029468	536
ENSMUSG00000075289	996
ENSMUSG00000097064	996
ENSMUSG00000049409	32
ENSMUSG00000025776	57
ENSMUSG00000030505	2362
ENSMUSG00000001270	486
ENSMUSG00000083700	86
ENSMUSG00000025931	162
ENSMUSG00000036887	6323
ENSMUSG00000039358	39
ENSMUSG00000024053	187
ENSMUSG00000032766	28
ENSMUSG00000026972	2029
ENSMUSG00000028467	1586
ENSMUSG00000028044	163
ENSMUSG00000014077	1998
ENSMUSG00000020315	18586
ENSMUSG00000024620	42
ENSMUSG00000024589	1613
ENSMUSG00000001025	254
ENSMUSG00000025962	1036
ENSMUSG00000106610	70
ENSMUSG00000042487	770
ENSMUSG00000070369	5831
ENSMUSG00000072437	311
ENSMUSG00000105547	8171
ENSMUSG00000043430	18
ENSMUSG00000044037	684
ENSMUSG00000005566	4509
ENSMUSG00000022125	1155
ENSMUSG00000022272	1544
ENSMUSG00000026589	119
ENSMUSG00000074093	49
ENSMUSG00000042312	353
ENSMUSG00000021583	4000
ENSMUSG00000015342	528
ENSMUSG00000048327	221
ENSMUSG00000036442	634
ENSMUSG00000068417	52
ENSMUSG00000031732	1343
ENSMUSG00000054161	30
ENSMUSG00000089838	243
ENSMUSG00000028381	5702
ENSMUSG00000019927	1575
ENSMUSG00000041633	540
ENSMUSG00000027900	2187
ENSMUSG00000069300	649
ENSMUSG00000067220	47
ENSMUSG00000027610	460
ENSMUSG00000076606	253
ENSMUSG00000015340	16482
ENSMUSG00000023132	462
ENSMUSG00000036304	173
ENSMUSG00000000916	713
ENSMUSG00000051255	15
ENSMUSG00000046417	395
ENSMUSG00000022235	286
ENSMUSG00000024712	1622
ENSMUSG00000096422	1720
ENSMUSG00000072596	569
ENSMUSG00000006641	261
ENSMUSG00000053063	1673
ENSMUSG00000030717	89
ENSMUSG00000022634	432
ENSMUSG00000019066	354
ENSMUSG00000000386	1312
ENSMUSG00000055541	1720
ENSMUSG00000004113	56
ENSMUSG00000046949	902
ENSMUSG00000002835	346
ENSMUSG00000038630	30
ENSMUSG00000030942	1573
ENSMUSG00000079445	126
ENSMUSG00000031097	87
ENSMUSG00000003824	128
ENSMUSG00000046961	143
ENSMUSG00000034771	122
ENSMUSG00000035953	2819
ENSMUSG00000102752	59
ENSMUSG00000038759	3976
ENSMUSG00000067482	37
ENSMUSG00000030263	10034
ENSMUSG00000113949	609
ENSMUSG00000042351	4207
ENSMUSG00000023952	4022
ENSMUSG00000037437	6
ENSMUSG00000036452	8085
ENSMUSG00000036905	6754
ENSMUSG00000022557	1603
ENSMUSG00000037720	1868
ENSMUSG00000022865	81
ENSMUSG00000064210	3776
ENSMUSG00000030680	427
ENSMUSG00000029311	1303
ENSMUSG00000063556	35
ENSMUSG00000066800	2113
ENSMUSG00000055322	712
ENSMUSG00000021395	3218
ENSMUSG00000094134	59
ENSMUSG00000001054	1451
ENSMUSG00000018900	707
ENSMUSG00000039410	64
ENSMUSG00000033355	638
ENSMUSG00000031119	46
ENSMUSG00000027221	227
ENSMUSG00000030220	16434
ENSMUSG00000040433	3393
ENSMUSG00000039599	2803
ENSMUSG00000066270	12
ENSMUSG00000020079	993
ENSMUSG00000045636	129
ENSMUSG00000019960	2382
ENSMUSG00000030688	804
ENSMUSG00000043773	293
ENSMUSG00000003153	2108
ENSMUSG00000054452	4451
ENSMUSG00000062098	65
ENSMUSG00000063856	4884
ENSMUSG00000094973	71
ENSMUSG00000046245	1718
ENSMUSG00000032606	164
ENSMUSG00000016087	7779
ENSMUSG00000081343	32
ENSMUSG00000094446	0
ENSMUSG00000036641	323
ENSMUSG00000007891	11208
ENSMUSG00000019832	393
ENSMUSG00000089901	2473
ENSMUSG00000028149	4858
ENSMUSG00000040405	132
ENSMUSG00000002984	1201
ENSMUSG00000014075	212
ENSMUSG00000042510	16
ENSMUSG00000028385	7979
ENSMUSG00000034640	1931
ENSMUSG00000021149	2524
ENSMUSG00000039891	128
ENSMUSG00000044749	53
ENSMUSG00000038543	980
ENSMUSG00000025085	21638
ENSMUSG00000100033	13
ENSMUSG00000072693	0
ENSMUSG00000015305	1482
ENSMUSG00000095683	122
ENSMUSG00000095976	122
ENSMUSG00000058290	204
ENSMUSG00000029059	294
ENSMUSG00000075229	310
ENSMUSG00000026600	4933
ENSMUSG00000036585	202
ENSMUSG00000037012	1512
ENSMUSG00000094410	4829
ENSMUSG00000036223	55
ENSMUSG00000059089	1434
ENSMUSG00000101082	0
ENSMUSG00000059108	81
ENSMUSG00000030409	472
ENSMUSG00000082585	1838
ENSMUSG00000031976	1394
ENSMUSG00000003438	571
ENSMUSG00000015093	156
ENSMUSG00000023988	789
ENSMUSG00000032254	459
ENSMUSG00000038437	8844
ENSMUSG00000028776	46
ENSMUSG00000027722	2035
ENSMUSG00000002847	6
ENSMUSG00000025817	2077
ENSMUSG00000013091	26
ENSMUSG00000001166	592
ENSMUSG00000027654	65
ENSMUSG00000082029	27
ENSMUSG00000026526	2599
ENSMUSG00000022878	3
ENSMUSG00000040181	4464
ENSMUSG00000067591	39
ENSMUSG00000082766	52
ENSMUSG00000000157	17
ENSMUSG00000028639	9062
ENSMUSG00000022790	429
ENSMUSG00000089669	134
ENSMUSG00000047867	19064
ENSMUSG00000028618	2147
ENSMUSG00000027203	687
ENSMUSG00000032301	2515
ENSMUSG00000075232	2104
ENSMUSG00000047013	14
ENSMUSG00000021190	6774
ENSMUSG00000032278	152
ENSMUSG00000026435	676
ENSMUSG00000090996	66
ENSMUSG00000081272	24
ENSMUSG00000026197	573
ENSMUSG00000024673	51840
ENSMUSG00000060445	6
ENSMUSG00000002332	1063
ENSMUSG00000028540	719
ENSMUSG00000066810	86
ENSMUSG00000000058	25
ENSMUSG00000109492	69
ENSMUSG00000027342	3137
ENSMUSG00000113373	4177
ENSMUSG00000051497	794
ENSMUSG00000027339	12240
ENSMUSG00000028979	49
ENSMUSG00000041084	1374
ENSMUSG00000095193	566
ENSMUSG00000022193	881
ENSMUSG00000049988	509
ENSMUSG00000029713	4224
ENSMUSG00000026806	1063
ENSMUSG00000071072	3080
ENSMUSG00000052298	6150
ENSMUSG00000070923	2419
ENSMUSG00000031073	14
ENSMUSG00000028651	748
ENSMUSG00000024309	653
ENSMUSG00000052151	103
ENSMUSG00000032384	3755
ENSMUSG00000005483	1300
ENSMUSG00000050982	20
ENSMUSG00000031016	409
ENSMUSG00000019768	424
ENSMUSG00000030603	1996
ENSMUSG00000028465	25372
ENSMUSG00000062981	657
ENSMUSG00000026471	665
ENSMUSG00000052584	31
ENSMUSG00000014602	77
ENSMUSG00000018459	42
ENSMUSG00000028222	108
ENSMUSG00000027804	2338
ENSMUSG00000026456	742
ENSMUSG00000032411	1538
ENSMUSG00000004791	3
ENSMUSG00000024493	2801
ENSMUSG00000046668	1600
ENSMUSG00000030766	10984
ENSMUSG00000018583	7556
ENSMUSG00000035585	494
ENSMUSG00000031939	2007
ENSMUSG00000028464	22
ENSMUSG00000039221	1482
ENSMUSG00000005640	233
ENSMUSG00000033278	959
ENSMUSG00000038545	359
ENSMUSG00000060803	1465
ENSMUSG00000028455	1117
ENSMUSG00000060063	237
ENSMUSG00000095788	384
ENSMUSG00000040363	4960
ENSMUSG00000081244	34
ENSMUSG00000000751	3915
ENSMUSG00000063802	610
ENSMUSG00000000127	210
ENSMUSG00000020321	4133
ENSMUSG00000028173	1144
ENSMUSG00000060419	3504
ENSMUSG00000022914	29666
ENSMUSG00000068749	1408
ENSMUSG00000018927	372
ENSMUSG00000061740	189
ENSMUSG00000022139	3318
ENSMUSG00000021607	538
ENSMUSG00000030067	29684
ENSMUSG00000071532	17
ENSMUSG00000029864	112
ENSMUSG00000028494	834
ENSMUSG00000026097	1230
ENSMUSG00000027404	2277
ENSMUSG00000058740	5
ENSMUSG00000028496	1389
ENSMUSG00000082838	321
ENSMUSG00000037649	6479
ENSMUSG00000041747	1690
ENSMUSG00000024194	465
ENSMUSG00000030247	20
ENSMUSG00000025480	1
ENSMUSG00000069237	1064
ENSMUSG00000070436	53
ENSMUSG00000035472	34
ENSMUSG00000051444	176
ENSMUSG00000026023	289
ENSMUSG00000012483	323
ENSMUSG00000025153	4027
ENSMUSG00000061540	259
ENSMUSG00000080999	27
ENSMUSG00000020899	2465
ENSMUSG00000061833	13
ENSMUSG00000015766	704
ENSMUSG00000028132	52
ENSMUSG00000031825	6
ENSMUSG00000061724	11
ENSMUSG00000056529	366
ENSMUSG00000049091	1092
ENSMUSG00000039899	465
ENSMUSG00000000088	1110
ENSMUSG00000025785	724
ENSMUSG00000090247	808
ENSMUSG00000016554	3655
ENSMUSG00000027324	438
ENSMUSG00000029461	2061
ENSMUSG00000087642	27
ENSMUSG00000035236	4011
ENSMUSG00000033685	15169
ENSMUSG00000072919	271
ENSMUSG00000070873	216
ENSMUSG00000040280	2
ENSMUSG00000020775	716
ENSMUSG00000020738	4875
ENSMUSG00000022103	1096
ENSMUSG00000044149	605
ENSMUSG00000039234	632
ENSMUSG00000031765	77
ENSMUSG00000023968	175
ENSMUSG00000074625	0
ENSMUSG00000032340	66
ENSMUSG00000040430	2029
ENSMUSG00000014543	19
ENSMUSG00000030880	1589
ENSMUSG00000024516	4493
ENSMUSG00000026357	397
ENSMUSG00000034614	1531
ENSMUSG00000002058	1109
ENSMUSG00000095794	1070
ENSMUSG00000000171	1360
ENSMUSG00000045826	6821
ENSMUSG00000008206	2779
ENSMUSG00000004266	22652
ENSMUSG00000022856	57
ENSMUSG00000021591	412
ENSMUSG00000023505	288
ENSMUSG00000025393	12669
ENSMUSG00000028885	31
ENSMUSG00000063317	1483
ENSMUSG00000025498	1703
ENSMUSG00000033852	512
ENSMUSG00000025133	3848
ENSMUSG00000054728	112
ENSMUSG00000105103	51
ENSMUSG00000031960	2801
ENSMUSG00000054079	1582
ENSMUSG00000025650	494
ENSMUSG00000044949	85
ENSMUSG00000042745	11
ENSMUSG00000022863	140
ENSMUSG00000011752	1970
ENSMUSG00000106256	19
ENSMUSG00000096459	3826
ENSMUSG00000073418	451
ENSMUSG00000029810	230
ENSMUSG00000024587	2736
ENSMUSG00000096452	270
ENSMUSG00000052681	7561
ENSMUSG00000034321	615
ENSMUSG00000029521	1456
ENSMUSG00000073684	508
ENSMUSG00000021280	33
ENSMUSG00000030124	275
ENSMUSG00000024072	975
ENSMUSG00000095649	229
ENSMUSG00000022673	1979
ENSMUSG00000020430	2656
ENSMUSG00000076539	114
ENSMUSG00000093384	25
ENSMUSG00000094561	1124
ENSMUSG00000061360	608
ENSMUSG00000052656	1136
ENSMUSG00000021697	63
ENSMUSG00000000732	9608
ENSMUSG00000102364	355
ENSMUSG00000030322	2007
ENSMUSG00000066362	24
ENSMUSG00000024206	119
ENSMUSG00000046408	56
ENSMUSG00000068798	3712
ENSMUSG00000040824	1375
ENSMUSG00000030352	147
ENSMUSG00000076710	49
ENSMUSG00000013736	3105
ENSMUSG00000093838	533
ENSMUSG00000022453	682
ENSMUSG00000011034	0
ENSMUSG00000024533	242
ENSMUSG00000030007	4379
ENSMUSG00000030282	1213
ENSMUSG00000023089	403
ENSMUSG00000099418	15
ENSMUSG00000067199	569
ENSMUSG00000004988	82
ENSMUSG00000095105	2292
ENSMUSG00000024360	3407
ENSMUSG00000019726	18473
ENSMUSG00000079018	56
ENSMUSG00000008855	2088
ENSMUSG00000057969	17
ENSMUSG00000024742	987
ENSMUSG00000025001	1210
ENSMUSG00000068735	5202
ENSMUSG00000084858	7
ENSMUSG00000057130	456
ENSMUSG00000071203	1707
ENSMUSG00000075605	1
ENSMUSG00000025151	412
ENSMUSG00000060716	206
ENSMUSG00000043067	1287
ENSMUSG00000051220	434
ENSMUSG00000040560	2558
ENSMUSG00000091058	67
ENSMUSG00000004187	251
ENSMUSG00000030127	1070
ENSMUSG00000031398	379
ENSMUSG00000106298	10
ENSMUSG00000083789	199
ENSMUSG00000049571	20
ENSMUSG00000028832	781
ENSMUSG00000027712	1189
ENSMUSG00000085998	1133
ENSMUSG00000024829	575
ENSMUSG00000031216	227
ENSMUSG00000006241	6
ENSMUSG00000021852	7
ENSMUSG00000028015	5178
ENSMUSG00000056752	25
ENSMUSG00000014361	3067
ENSMUSG00000011257	3003
ENSMUSG00000074865	119
ENSMUSG00000031068	1995
ENSMUSG00000028059	5767
ENSMUSG00000092572	30
ENSMUSG00000057229	2613
ENSMUSG00000074506	293
ENSMUSG00000062309	2
ENSMUSG00000015355	4072
ENSMUSG00000061479	1114
ENSMUSG00000026315	190
ENSMUSG00000079657	72
ENSMUSG00000003033	2798
ENSMUSG00000018848	1852
ENSMUSG00000002109	1370
ENSMUSG00000025964	750
ENSMUSG00000073982	1664
ENSMUSG00000028953	1859
ENSMUSG00000046314	123
ENSMUSG00000039929	2048
ENSMUSG00000109511	1658
ENSMUSG00000029798	2615
